movie_title,director_name,genres,imdb_score,plot_keywords
Elysium,Neill Blomkamp,Action|Drama|Sci-Fi|Thriller,6.6,christ figure|class differences|messiah|saviour|social commentary
The Chronicles of Riddick,David Twohy,Action|Adventure|Sci-Fi|Thriller,6.7,bounty hunter|escape|necromonger|planet|warrior
RoboCop,José Padilha,Action|Crime|Sci-Fi|Thriller,6.2,law enforcement|police|robocop|robot|technology
Speed Racer,Lana Wachowski,Action|Family|Sport,6.1,based on anime|based on cartoon|gadget car|racer|speed
How Do You Know,James L. Brooks,Comedy|Drama|Romance,5.3,embarrassment|falling in love|love|love triangle|revelation
Knight and Day,James Mangold,Action|Comedy|Romance,6.3,chase|fbi|garage|spy|surveillance
Oblivion,Joseph Kosinski,Action|Adventure|Mystery|Sci-Fi,7.0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool
Star Wars: Episode III - Revenge of the Sith,George Lucas,Action|Adventure|Fantasy|Sci-Fi,7.6,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision
Star Wars: Episode II - Attack of the Clones,George Lucas,Action|Adventure|Fantasy|Sci-Fi,6.7,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film
"Monsters, Inc.",Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,8.1,friend|little girl|monster|rival|scream
The Wolverine,James Mangold,Action|Adventure|Sci-Fi|Thriller,6.7,healing power|marvel comics|mecha|regeneration|self healing
Star Wars: Episode I - The Phantom Menace,George Lucas,Action|Adventure|Fantasy|Sci-Fi,6.5,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream
The Croods,Kirk De Micco,Adventure|Animation|Comedy|Family|Fantasy,7.3,cave|caveman|journey|strict father|survival
Asterix at the Olympic Games,Frédéric Forestier,Adventure|Comedy|Family|Fantasy,5.1,1st century b.c.|lightsaber|local blockbuster|magical potion|potion
Windtalkers,John Woo,Action|Drama|War,6.0,code|duty|steel helmet|u.s. marine|u.s. soldier
The Huntsman: Winter's War,Cedric Nicolas-Troyan,Action|Adventure|Drama|Fantasy,6.1,based on fairy tale|dark fantasy|fairy tale|second part|sequel
Teenage Mutant Ninja Turtles,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,5.9,18 wheeler|mutant|ninja|sewer|turtle
Gravity,Alfonso Cuarón,Adventure|Drama|Sci-Fi|Thriller,7.8,box office hit|long take|sole survivor|space|space station
Dante's Peak,Roger Donaldson,Action|Adventure|Thriller,5.8,ash|escape|lava|mayor|volcano
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,Action|Adventure|Comedy|Sci-Fi,6.3,based on comic book|brother brother relationship|rat|sequel|turtle
Fantastic Four,Josh Trank,Action|Adventure|Sci-Fi,4.3,box office flop|critically bashed|portal|teleportation|troubled production
Night at the Museum,Shawn Levy,Action|Adventure|Comedy|Family|Fantasy,6.4,chaos|museum|museum of natural history|night watchman|watchman
San Andreas,Brad Peyton,Action|Adventure|Drama|Thriller,6.1,disaster movie|earthquake|journey|natural disaster|san andreas fault
Tomorrow Never Dies,Roger Spottiswoode,Action|Adventure|Thriller,6.5,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three
The Patriot,Roland Emmerich,Action|Drama|History|War,7.1,american revolution|british|french|hero|standoff
Ocean's Twelve,Steven Soderbergh,Crime|Thriller,6.4,father daughter relationship|heist|pretending to be pregnant|sequel|thief
Mr. & Mrs. Smith,Doug Liman,Action|Comedy|Crime|Romance|Thriller,6.5,assassin|marriage|secret agent|suburb|target
Insurgent,Robert Schwentke,Adventure|Sci-Fi|Thriller,6.3,action heroine|falling from height|mind control|trainhopping|truth serum
The Aviator,Martin Scorsese,Biography|Drama,7.5,1920s|aviation|fight|spruce goose|test flight
Gulliver's Travels,Rob Letterman,Adventure|Comedy|Family|Fantasy,4.9,bermuda triangle|box office hit|shipwrecked|travel|travel writer
The Green Hornet,Michel Gondry,Action|Comedy|Crime|Sci-Fi|Thriller,5.8,heir|kung fu|party|playboy|superhero
The A-Team,Unknown,Action|Adventure|Crime,7.6,1980s|cult tv|famous opening theme|good versus evil|hero for hire
300: Rise of an Empire,Noam Murro,Action|Drama|Fantasy|War,6.2,army|commander|female rear nudity|greek|navy
The Smurfs,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,5.5,blue|new york|new york city|no opening credits|smurf
Home on the Range,Will Finn,Animation|Comedy|Family|Music|Western,5.4,cattle|cow|dairy farm|farm|rustler
Allegiant,Robert Schwentke,Action|Adventure|Mystery|Sci-Fi|Thriller,5.8,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead
Real Steel,Shawn Levy,Action|Drama|Sci-Fi|Sport,7.1,arena|boxing|boxing movie|robot|robot battle
The Smurfs 2,Raja Gosnell,Adventure|Animation|Comedy|Family|Fantasy,5.4,based on cartoon|box office hit|no opening credits|sequel|smurf
Speed 2: Cruise Control,Jan de Bont,Action|Crime|Romance|Thriller,3.7,collision course|computer|cruise|diamonds|ship run aground
Ender's Game,Gavin Hood,Action|Sci-Fi,6.7,alien|future|manipulation|simulation|training
Live Free or Die Hard,Len Wiseman,Action|Adventure|Thriller,7.2,fbi|hacker|independence day|police|terrorist
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,Action|Adventure|Drama|Fantasy,8.8,elf|hobbit|middle earth|quest|ring
Around the World in 80 Days,Frank Coraci,Action|Adventure|Comedy,5.8,19th century|around the world|inventor|martial arts|train
Ali,Michael Mann,Biography|Drama|Sport,6.8,african american protagonist|african americans|boxing gym|gym|rumble in the jungle
The Cat in the Hat,Bo Welch,Adventure|Comedy|Family|Fantasy,3.8,based on cult comic book|cat|home alone|imagination|talking cat
"I, Robot",Alex Proyas,Action|Mystery|Sci-Fi|Thriller,7.1,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot
Kingdom of Heaven,Ridley Scott,Action|Adventure|Drama|History|War,7.2,12th century|crusader|jerusalem|knight|medieval times
Stuart Little,Rob Minkoff,Adventure|Comedy|Family|Fantasy,5.9,box office hit|cat|first part|mouse|orphanage
The Princess and the Frog,Ron Clements,Animation|Family|Fantasy|Musical|Romance,7.1,amphibian|dream|frog|frog prince|waitress
The Martian,Ridley Scott,Adventure|Drama|Sci-Fi,8.1,astronaut|international cooperation|left for dead|nasa|space habitat
"10,000 B.C.",Christopher Barnard,Comedy,7.2,
The Island,Michael Bay,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,clone|environment|escape|island|lottery
Town & Country,Peter Chelsom,Comedy|Romance,4.4,anniversary|architect|cellist|friend|hardware store
Gone in Sixty Seconds,Dominic Sena,Action|Crime|Thriller,6.5,auto theft|brother|car|theft|thief
Gladiator,Ridley Scott,Action|Drama|Romance,8.5,battlefield|blood|combat|gladiator|roman empire
Minority Report,Steven Spielberg,Action|Mystery|Sci-Fi|Thriller,7.7,future|murder|neo noir|washington d.c.|year 2054
Harry Potter and the Chamber of Secrets,Chris Columbus,Adventure|Family|Fantasy|Mystery,7.4,bildungsroman|flying broom|invisibility cloak|monster|wizardry
Casino Royale,Martin Campbell,Action|Adventure|Thriller,8.0,casino|espionage|free running|james bond|terrorist
Planet of the Apes,Tim Burton,Action|Adventure|Sci-Fi|Thriller,5.7,astronaut|cage|planet|wilhelm scream|year 2029
Terminator 2: Judgment Day,James Cameron,Action|Sci-Fi,8.5,future|liquid metal|multiple cameos|sexy woman|time travel
Public Enemies,Michael Mann,Biography|Crime|Drama|History|Romance,7.0,1930s|bank|celebrity criminal|fbi|public enemy number one
American Gangster,Ridley Scott,Biography|Crime|Drama,7.8,death|heroin|popcorn|smuggling|vietnam
True Lies,James Cameron,Action|Comedy|Thriller,7.2,espionage|secret agent|secret mission|spy|spy film
The Taking of Pelham 1 2 3,Tony Scott,Action|Crime|Thriller,6.4,hijack|hostage|ransom|subway|train
Little Fockers,Paul Weitz,Comedy|Romance,5.5,birthday|critically bashed|male nurse|nurse|suspicion
The Other Guys,Adam McKay,Action|Comedy|Crime,6.7,capitalist|detective|investigation|new york city|police
Eraser,Chuck Russell,Action|Drama|Mystery|Thriller,6.1,assassination attempt|corporate crime|rogue agent|witness|witness protection program
Django Unchained,Quentin Tarantino,Drama|Western,8.5,dynamite|historically inaccurate|ku klux klan|n word|slavery
The Hunchback of Notre Dame,Gary Trousdale,Animation|Drama|Family|Musical|Romance,6.9,15th century|cathedral|gypsy|paris|victor hugo
The Emperor's New Groove,Mark Dindal,Adventure|Animation|Comedy|Family|Fantasy,7.3,antidote|disney|emperor|first part|llama
The Expendables 2,Simon West,Action|Adventure|Thriller,6.7,church|hostage|mine|plutonium|revenge
National Treasure,Jon Turteltaub,Action|Adventure|Comedy|Family|Mystery,6.9,declaration of independence|secret society|treasure|treasure hunt|treasure hunter
Eragon,Stefen Fangmeier,Action|Adventure|Family|Fantasy,5.1,dragon|dragon rider|fictional war|sword and fantasy|teenage hero
Where the Wild Things Are,Spike Jonze,Adventure|Drama|Family|Fantasy,6.8,based on children's book|creature|igloo|imagination|king
Pan,Joe Wright,Adventure|Family|Fantasy,5.8,1940s|child hero|fantasy world|orphan|reference to peter pan
Epic,Chris Wedge,Adventure|Animation|Family|Fantasy,6.7,father daughter relationship|forest|miniature person|shrinking|sword and fantasy
The Tourist,Florian Henckel von Donnersmarck,Action|Romance|Thriller,6.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy
End of Days,Peter Hyams,Action|Fantasy|Horror|Mystery,5.7,atheist|ex cop|female masturbation|female nudity|lucifer
Blood Diamond,Edward Zwick,Adventure|Drama|Thriller,8.0,diamond|elephant|fisherman|rebel|sierra leone
The Wolf of Wall Street,Martin Scorsese,Biography|Comedy|Crime|Drama,8.2,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker
Batman Forever,Joel Schumacher,Action|Adventure|Fantasy,5.4,love|necktie|partner|rock music|tuxedo
Starship Troopers,Paul Verhoeven,Action|Sci-Fi|War,7.2,alien|federation|future|military|planet
Cloud Atlas,Tom Tykwer,Drama|Sci-Fi,7.5,composer|future|letter|nonlinear timeline|nursing home
Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,7.0,barn owl|escape|owl|ruler|soldier
Catwoman,Pitof,Action|Crime|Fantasy|Romance|Thriller,3.3,based on cult comic book|bechdel test passed|cat|detective|radical transformation
Hercules,Brett Ratner,Action|Adventure,6.0,army|greek mythology|hercules|king|mercenary
Treasure Planet,Ron Clements,Adventure|Animation|Family|Sci-Fi,7.1,alien|cyborg|pirate|planet|treasure
Land of the Lost,Brad Silberling,Adventure|Comedy|Sci-Fi,5.4,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex
The Expendables 3,Patrick Hughes,Action|Adventure|Thriller,6.1,battle|fight|mission|pg 13 sequel to r rated franchise|rescue
Point Break,Ericson Core,Action|Crime|Sport|Thriller,5.3,athlete|extreme sports|fbi|fbi agent|heist
Son of the Mask,Lawrence Guterman,Comedy|Family|Fantasy,2.2,baby|cartoon on tv|cartoonist|dog|mask
In the Heart of the Sea,Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,7.0,emaciation|ship|starvation|vomiting|whale
The Adventures of Pluto Nash,Ron Underwood,Action|Comedy|Sci-Fi,3.8,casino|future|laser gun|moon|nightclub
Green Zone,Paul Greengrass,Action|Drama|Thriller|War,6.9,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction
The Peanuts Movie,Steve Martino,Adventure|Animation|Comedy|Family,7.2,dog|girl|imagination|peanuts|red hair
The Spanish Prisoner,David Mamet,Drama|Mystery|Thriller,7.3,brother sister relationship|extradition|fbi|japanese tourist|secret
The Mummy Returns,Stephen Sommers,Action|Adventure|Fantasy|Thriller,6.3,ancient egypt|bracelet|king|scorpion|son
Gangs of New York,Martin Scorsese,Crime|Drama,7.5,butcher|civil war|gangster|new york city|revenge
The Flowers of War,Yimou Zhang,Drama|History|Romance|War,7.6,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child
Surf's Up,Ash Brannon,Animation|Comedy|Family|Sport,6.8,chicken|competition|island|penguin|surfing
The Stepford Wives,Frank Oz,Comedy|Sci-Fi|Thriller,5.2,community|connecticut|fem bot|tv producer|writer
Black Hawk Down,Ridley Scott,Drama|History|War,7.7,army|helicopter|somali|somalia|warlord
The Campaign,Jay Roach,Comedy,6.2,campaigning|congressman|north carolina|title at the end|u.s. congressman
The Fifth Element,Luc Besson,Action|Adventure|Sci-Fi,7.7,1910s|alien|artificially created woman|love|taxi driver
Sex and the City 2,Michael Patrick King,Comedy|Drama|Romance,4.3,abu dhabi|box office hit|muslim|nanny|united arab emirates
The Road to El Dorado,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,6.9,adventurer|el dorado|gold|high priest|implied sex
Ice Age: Continental Drift,Steve Martino,Adventure|Animation|Comedy|Family,6.6,acorn|herd|iceberg|ocean|pirate
Cinderella,Kenneth Branagh,Drama|Family|Fantasy|Romance,7.0,dress|duke|fairy godmother|fairy tale|pumpkin
The Lovely Bones,Peter Jackson,Drama|Fantasy|Thriller,6.7,1970s|afterlife|heaven|pedophile|rape
Finding Nemo,Andrew Stanton,Adventure|Animation|Comedy|Family,8.2,great barrier reef|protective father|separation from family|shark|short term memory loss
The Lord of the Rings: The Return of the King,Peter Jackson,Action|Adventure|Drama|Fantasy,8.9,battle|epic|king|orc|ring
The Lord of the Rings: The Two Towers,Peter Jackson,Action|Adventure|Drama|Fantasy,8.7,epic|evil wizard|middle earth|ring|wizard
Seventh Son,Sergey Bodrov,Action|Adventure|Fantasy,5.5,apprentice|demon|exorcism|master apprentice relationship|witch
Lara Croft: Tomb Raider,Simon West,Action|Adventure|Fantasy|Thriller,5.7,illuminati|planetary alignment|time|tomb|tomb raider
Transcendence,Wally Pfister,Drama|Mystery|Romance|Sci-Fi|Thriller,6.3,artificial intelligence|consciousness|power outage|scientist|technology
Jurassic Park III,Joe Johnston,Action|Adventure|Sci-Fi|Thriller,5.9,dinosaur|island|jurassic park|paleontologist|search
Rise of the Planet of the Apes,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,7.6,alzheimer's disease|ape|chimpanzee|fire|when animals attack
The Spiderwick Chronicles,Mark Waters,Adventure|Family|Fantasy,6.6,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature
A Good Day to Die Hard,John Moore,Action|Thriller,5.3,bomb|cia|courthouse|escape|russian
The Alamo,John Lee Hancock,Drama|History|War|Western,6.0,army|dictator|general|texan|texas
The Incredibles,Brad Bird,Action|Adventure|Animation|Family,8.0,hero|island|lawsuit|secret|superhero
Cutthroat Island,Renny Harlin,Action|Adventure|Comedy,5.6,latin|pirate|pirate ship|treasure|treasure map
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,Adventure|Family|Fantasy,5.9,greek|lightning|lightning bolt|poseidon|teenager
Men in Black,Barry Sonnenfeld,Adventure|Comedy|Family|Mystery|Sci-Fi,7.3,alien|box office hit|flying saucer|laser gun|wisecrack humor
Toy Story 2,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,7.9,collector|dog|friend|rescue|toy
Unstoppable,Tony Scott,Action|Thriller,6.8,freight train|race against time|runaway train|train|train engineer
Rush Hour 2,Brett Ratner,Action|Comedy|Crime|Thriller,6.6,boat|gang|hong kong|triad|vacation
What Lies Beneath,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,6.6,ghost|haunted house|research|secret|vermont
Cloudy with a Chance of Meatballs,Phil Lord,Animation|Comedy|Family|Sci-Fi,7.0,food|giant food|mayor|sardine|weather
Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,7.0,egg|lost world|rescue|squirrel|weasel
The Secret Life of Walter Mitty,Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,7.3,daydream|life magazine|magazine|photographer|snow leopard
Charlie's Angels,McG,Action|Adventure|Comedy|Crime|Thriller,5.5,booty shake|box office hit|duct tape over mouth|first part|martial arts
The Departed,Martin Scorsese,Crime|Drama|Thriller,8.5,boston|mole|police|undercover|undercover cop
Mulan,Tony Bancroft,Adventure|Animation|Family|Fantasy|Musical|War,7.5,based on poem|based on true story|china|one word title|the huns
Tropic Thunder,Ben Stiller,Action|Comedy,7.0,film director|parody|spoof|vietnam|written and directed by cast member
The Girl with the Dragon Tattoo,David Fincher,Crime|Drama|Mystery|Thriller,7.8,computer hacker|hacker|investigation|journalist|punk
Die Hard with a Vengeance,John McTiernan,Action|Adventure|Thriller,7.6,bomb|detective|new york city|police|terrorist
Sherlock Holmes,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,7.6,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes
Ben-Hur,Timur Bekmambetov,Adventure|Drama|History,6.1,
Atlantis: The Lost Empire,Gary Trousdale,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,6.8,atlantis|crew|expedition|journal|museum
Alvin and the Chipmunks: The Road Chip,Walt Becker,Adventure|Animation|Comedy|Family|Fantasy|Music,5.0,chipmunk|highway travel|on the road|plane|road movie
Valkyrie,Bryan Singer,Drama|History|Thriller|War,7.1,american actor playing foreigner|assassination|conspiracy|military|nazis
You Don't Mess with the Zohan,Dennis Dugan,Action|Comedy,5.5,hair stylist|jew|landlord|muslim|palestinian
Pixels,Chris Columbus,Action|Animation|Comedy|Sci-Fi,5.6,alien|arcade game|chase|driving in reverse|video gamer
A.I. Artificial Intelligence,Steven Spielberg,Adventure|Drama|Sci-Fi,7.1,affection|boy|fairy|future|robot
The Haunted Mansion,Rob Minkoff,Comedy|Family|Fantasy|Horror|Mystery,4.9,arachnophobia|crystal ball|ghost|haunted house|thunderstorm
Contact,Robert Zemeckis,Drama|Mystery|Sci-Fi|Thriller,7.4,message from outer space|religion|religion versus science|scientist|universe
Hollow Man,Paul Verhoeven,Action|Horror|Sci-Fi|Thriller,5.7,experiment|research|scientist|suburb|surrealism
The Interpreter,Sydney Pollack,Crime|Mystery|Thriller,6.4,african|assassination|dialect|interpreter|threat
Percy Jackson: Sea of Monsters,Thor Freudenthal,Adventure|Family|Fantasy,5.9,golden fleece|half brother|magical tree|sea|tree
